,h_post,h_post_individualized
16408,1.0,1.0
10297,1.0,1.0
13809,1.0,1.0
14604,0.98,1.0
19295,1.0,1.0
15995,0.02,0.0
15931,0.0,0.0
16846,1.0,1.0
12676,1.0,1.0
17396,1.0,1.0
13919,1.0,1.0
11205,1.0,1.0
15291,1.0,1.0
19465,1.0,1.0
11129,0.07999999999999999,0.0
12685,1.0,1.0
12290,1.0,1.0
10451,0.0,0.0
18898,1.0,1.0
12706,1.0,1.0
12108,1.0,1.0
10008,1.0,1.0
12414,0.0,0.0
18377,0.96,1.0
12649,1.0,1.0
14712,0.0,0.0
17689,1.0,1.0
17835,1.0,1.0
10306,1.0,1.0
10419,0.98,1.0
12925,1.0,1.0
16691,1.0,1.0
16421,1.0,1.0
10181,1.0,1.0
16692,1.0,1.0
17508,1.0,1.0
10436,1.0,1.0
17255,1.0,1.0
19308,1.0,1.0
18263,1.0,1.0
16778,1.0,1.0
10009,1.0,1.0
10045,1.0,1.0
12018,1.0,1.0
18844,1.0,1.0
12129,1.0,1.0
11374,1.0,1.0
10839,1.0,1.0
11455,1.0,1.0
11028,0.0,0.0
11169,1.0,1.0
13379,1.0,1.0
12407,0.0,0.0
15775,1.0,1.0
12719,0.03999999999999999,0.0
11536,0.03999999999999999,0.0
10312,1.0,1.0
15238,1.0,1.0
11268,1.0,1.0
17960,1.0,1.0
10172,1.0,1.0
17014,1.0,1.0
13207,0.98,1.0
15093,1.0,1.0
10860,1.0,1.0
11414,0.0,0.0
11961,1.0,1.0
11509,1.0,1.0
15651,1.0,1.0
12046,1.0,1.0
16786,0.03999999999999999,0.0
14677,0.02,0.0
16301,0.92,1.0
10922,1.0,1.0
14819,0.96,1.0
14126,0.94,1.0
15728,0.0,0.0
12955,1.0,1.0
18661,0.98,1.0
18569,1.0,1.0
15988,1.0,1.0
19126,1.0,1.0
16247,1.0,1.0
17684,1.0,1.0
14706,1.0,1.0
19356,0.0,0.0
18049,1.0,1.0
15979,1.0,1.0
13998,1.0,1.0
11095,1.0,1.0
14067,0.14,0.0
19277,0.0,0.0
12439,1.0,1.0
14344,1.0,1.0
14823,1.0,1.0
13443,1.0,1.0
10050,0.02,0.0
19656,0.0,0.0
12889,0.0,0.0
16406,0.0,0.0
17408,1.0,1.0
16435,0.0,0.0
18287,1.0,1.0
15945,1.0,1.0
19129,1.0,1.0
15574,1.0,1.0
18391,1.0,1.0
17327,1.0,1.0
19154,1.0,1.0
18169,0.0,0.0
11724,1.0,1.0
15351,1.0,1.0
18937,1.0,1.0
11190,1.0,1.0
18772,1.0,1.0
18261,1.0,1.0
11889,1.0,1.0
13506,0.02,0.0
11844,1.0,1.0
10357,0.02,0.0
14732,1.0,1.0
19058,1.0,1.0
14466,1.0,1.0
16608,1.0,1.0
10471,1.0,1.0
18626,1.0,1.0
17505,1.0,1.0
10117,0.0,0.0
18614,1.0,1.0
14393,1.0,1.0
10561,1.0,1.0
19182,1.0,1.0
14285,1.0,1.0
19918,1.0,1.0
12286,0.02,0.0
14271,0.0,0.0
19793,1.0,1.0
16092,0.02,0.0
14678,1.0,1.0
16182,1.0,1.0
12381,1.0,1.0
18474,1.0,1.0
12725,1.0,1.0
18950,1.0,1.0
19524,1.0,1.0
10936,1.0,1.0
19287,1.0,1.0
14244,0.0,0.0
15523,1.0,1.0
16531,0.0,0.0
18277,1.0,1.0
16359,1.0,1.0
18627,1.0,1.0
14366,0.02,0.0
11967,0.02,0.0
12648,0.0,0.0
13021,1.0,1.0
10059,1.0,1.0
15191,1.0,1.0
19827,0.0,0.0
18923,1.0,1.0
10097,1.0,1.0
16901,0.96,1.0
14528,1.0,1.0
15508,1.0,1.0
16827,1.0,1.0
17041,1.0,1.0
15965,0.03999999999999999,0.0
16736,1.0,1.0
17126,0.0,0.0
12285,1.0,1.0
16341,0.03999999999999999,0.0
13357,0.03999999999999999,0.0
15597,1.0,1.0
17648,1.0,1.0
16167,1.0,1.0
13957,0.0,0.0
10651,0.94,1.0
17002,1.0,1.0
19241,1.0,1.0
10225,0.0,0.0
15484,1.0,1.0
17829,1.0,1.0
15321,0.0,0.0
14970,1.0,1.0
13614,1.0,1.0
14807,1.0,1.0
15540,1.0,1.0
15680,1.0,1.0
13227,1.0,1.0
13886,1.0,1.0
17702,0.02,0.0
15071,0.0,0.0
13808,0.92,1.0
19755,0.03999999999999999,0.0
11436,0.0,0.0
10052,1.0,1.0
10439,0.03999999999999999,0.0
18428,0.0,0.0
16138,1.0,1.0
