ix,goal_cost,intv_cost
3032,0.883,10.0
2711,0.753,10.0
3071,0.925,5.0
3460,0.981,15.0
3135,0.957,15.0
3852,0.96,10.0
3043,0.996,10.0
2954,0.972,5.0
2038,0.925,5.0
2558,0.997,15.0
2428,0.894,10.0
2998,0.873,15.0
3254,0.957,15.0
3117,0.956,10.0
2371,0.996,10.0
3829,0.942,15.0
2040,0.876,10.0
3836,0.839,5.0
2721,0.86,5.0
3645,0.952,10.0
3416,0.989,10.0
2824,0.83,5.0
2382,0.971,5.0
2246,0.879,15.0
2181,0.88,10.0
2313,0.845,5.0
3861,0.866,5.0
3714,0.87,10.0
3339,0.993,10.0
3275,0.961,10.0
2887,0.957,15.0
2454,0.957,10.0
2950,0.934,5.0
3031,0.962,10.0
3240,0.991,15.0
3923,0.994,15.0
3496,0.841,5.0
3998,0.869,10.0
3141,0.854,5.0
3425,0.959,10.0
3624,0.991,15.0
2805,0.949,10.0
2285,0.957,15.0
2098,0.941,5.0
3276,0.936,5.0
3551,0.941,5.0
2835,0.982,10.0
3453,0.876,5.0
3432,0.983,10.0
2585,0.96,10.0
2680,0.995,15.0
3022,0.947,10.0
3353,0.832,5.0
2096,0.868,5.0
2463,0.994,10.0
2020,0.886,15.0
3156,0.993,15.0
2212,0.87,10.0
2061,0.997,10.0
3695,0.876,10.0
2541,0.936,5.0
2931,0.934,5.0
2196,0.91,5.0
2664,0.975,5.0
2111,0.993,10.0
3855,0.892,15.0
3851,0.888,15.0
2778,0.975,10.0
3089,0.993,10.0
3941,0.947,5.0
3569,0.948,15.0
3682,0.984,10.0
2199,0.959,5.0
2624,0.873,15.0
3530,0.953,10.0
3014,0.927,5.0
3516,0.989,10.0
3508,0.911,5.0
3988,0.948,10.0
2627,0.877,10.0
3309,0.993,15.0
3139,0.869,10.0
3607,0.893,10.0
3931,0.889,15.0
2375,0.912,5.0
2408,0.993,15.0
3296,0.881,5.0
2638,0.955,10.0
3435,0.981,5.0
3877,0.947,5.0
2232,0.881,10.0
2665,0.992,15.0
2175,0.946,10.0
2567,0.923,5.0
3524,0.877,10.0
3321,0.751,10.0
3427,0.866,5.0
3691,0.868,10.0
3379,0.963,5.0
2730,0.869,15.0
2145,0.992,10.0
2599,0.982,10.0
2110,0.829,5.0
2430,0.951,10.0
3743,0.991,10.0
3001,0.875,5.0
3706,0.987,10.0
2714,0.997,15.0
2836,0.959,10.0
3020,0.849,5.0
2155,0.932,5.0
2873,0.83,5.0
2011,0.953,15.0
3647,0.991,15.0
2987,0.983,10.0
3271,0.872,5.0
3662,0.937,10.0
2261,0.994,10.0
3143,0.991,15.0
3878,0.863,15.0
2571,0.874,10.0
2058,0.883,10.0
3617,0.952,10.0
2147,0.98,5.0
2310,0.87,5.0
3175,0.83,5.0
3679,0.896,10.0
2610,0.949,5.0
2245,0.974,5.0
2002,0.947,10.0
3798,0.989,15.0
2679,0.873,5.0
3151,0.991,10.0
2833,0.97,5.0
2717,0.96,10.0
3598,0.991,10.0
3058,0.954,15.0
3280,0.994,15.0
2540,0.954,10.0
3768,0.946,15.0
2437,0.987,15.0
2718,0.963,10.0
2651,0.884,10.0
3154,0.943,5.0
2832,0.974,15.0
2331,0.949,10.0
3235,0.832,5.0
3362,0.875,15.0
2276,0.847,5.0
3611,0.898,10.0
3028,0.761,10.0
3854,0.977,5.0
3227,0.879,15.0
2485,0.946,10.0
2204,0.883,15.0
2976,0.944,10.0
3761,0.941,10.0
3751,0.895,10.0
3935,0.942,5.0
3904,0.941,10.0
2409,0.877,10.0
3295,0.87,15.0
2775,0.817,5.0
3475,0.995,15.0
3137,0.931,5.0
3634,0.935,5.0
3997,0.869,15.0
2943,0.953,10.0
3375,0.784,5.0
3900,0.945,10.0
3277,0.979,5.0
2511,0.94,5.0
3593,0.992,15.0
3594,0.835,5.0
3563,0.992,10.0
3834,0.957,10.0
3069,0.873,15.0
2744,0.761,10.0
2603,0.863,5.0
3412,0.752,10.0
3011,0.978,10.0
2722,0.918,5.0
3685,0.857,5.0
3179,0.931,5.0
2229,0.99,10.0
2986,0.99,15.0
2197,0.866,10.0
3622,0.995,15.0
3233,0.996,15.0
3311,0.866,15.0
3428,0.994,15.0
3401,0.947,10.0
2839,0.996,15.0
3831,0.947,10.0
3061,0.944,15.0
3054,0.981,10.0
3050,0.896,15.0
2781,0.978,10.0
2103,0.954,5.0
3189,0.842,5.0
