,x1,x2,x3
2186,0.0,-0.0,4.8
3017,-0.0,-0.0,2.4
3914,0.0,0.0,8.7
2377,0.0,0.0,3.5
3339,0.0,-0.0,6.4
2718,0.0,0.0,5.5
2349,-0.1,-0.0,2.5
2597,0.7,0.0,-0.0
3540,-0.1,1.4,8.6
3230,0.0,0.0,0.6
3998,0.3,-0.0,0.0
3616,-0.0,0.0,2.5
2954,-0.0,0.0,1.0
2669,0.4,-0.0,0.0
3890,-0.0,0.0,0.7
2169,-0.0,-0.0,5.9
3207,-0.0,0.0,4.3
2283,-0.0,0.0,1.6
2513,0.0,0.0,2.0
2657,0.0,0.0,0.2
3276,-0.0,0.0,0.8
2630,-0.0,0.0,0.9
2692,0.0,0.0,3.7
2448,0.3,0.0,0.0
3564,-0.0,0.0,4.2
3465,0.0,0.0,4.8
3379,-0.0,0.1,2.5
3743,0.0,1.5,0.0
2712,-0.0,-0.0,1.1
3689,0.0,0.0,1.7
3123,0.2,1.4,0.0
3494,-0.1,-0.0,2.3
3239,1.0,1.2,0.0
2247,0.4,0.0,0.0
2082,0.0,0.0,4.4
3516,-0.0,-0.0,1.0
3084,0.0,0.0,6.3
3608,0.0,-0.0,0.1
2777,0.0,-0.0,1.4
2450,-0.0,0.0,1.9
3440,0.0,-0.0,2.0
3531,0.0,0.0,3.1
3305,0.1,0.0,0.0
2831,-0.0,-0.0,1.0
3169,0.0,0.0,2.4
2733,0.2,0.3,-0.0
2904,0.4,1.5,0.0
3267,-0.0,0.0,1.0
3565,1.5,0.7,0.0
3568,2.4,0.6,0.0
3335,0.5,0.0,-0.0
3168,-0.0,1.0,-0.0
2091,-0.0,-0.0,1.1
3326,-0.0,0.0,2.4
2221,0.0,-0.0,2.7
2338,0.0,-0.0,4.4
2077,0.7,2.3,-0.0
3125,-0.0,-0.0,4.2
2969,-0.0,0.2,1.0
2312,-0.0,0.0,2.5
3626,-0.0,0.2,2.8
2258,-0.0,0.0,3.4
3129,-0.0,0.0,3.0
2842,0.6,0.3,-0.0
2637,-0.1,-0.0,3.0
2451,0.5,2.1,0.0
2270,-0.0,-0.0,1.1
3688,0.0,0.0,0.6
2333,-0.0,0.0,2.7
3330,0.0,-0.0,2.7
3852,0.0,0.0,1.0
3813,-0.0,0.0,0.3
2573,-0.0,-0.0,1.0
2277,-0.0,0.1,4.3
2112,0.0,0.4,-0.0
3081,-0.0,0.0,0.3
3319,0.0,-0.0,4.2
2165,0.0,-0.0,2.6
3142,0.7,1.8,-0.0
2295,0.2,0.0,0.0
3413,0.0,-0.0,0.2
2291,0.7,-0.0,0.0
2097,-0.0,0.0,4.4
