,years_experience,degree
3657,0.0,2.0
3635,2.0,2.0
3430,0.0,2.0
3355,0.0,2.0
2974,0.0,2.0
2539,1.0,1.0
3918,1.0,1.0
2351,0.0,1.0
2127,0.0,2.0
3448,0.0,2.0
3245,2.0,1.0
2903,0.0,3.0
3480,2.0,2.0
2461,0.0,1.0
2834,2.0,1.0
2852,0.0,2.0
2293,0.0,2.0
3268,1.0,1.0
2750,1.0,1.0
3137,1.0,2.0
2103,1.0,1.0
2099,2.0,0.0
2925,0.0,2.0
2141,2.0,0.0
2943,3.0,1.0
3029,0.0,3.0
2084,1.0,1.0
2399,1.0,1.0
3397,0.0,1.0
3654,0.0,1.0
2072,0.0,3.0
3552,0.0,2.0
2183,0.0,1.0
2344,1.0,1.0
3866,1.0,1.0
3147,0.0,2.0
3579,1.0,1.0
3723,0.0,3.0
3465,0.0,3.0
2400,2.0,0.0
3586,1.0,1.0
2849,1.0,1.0
2796,0.0,2.0
2747,1.0,1.0
2676,0.0,2.0
3887,1.0,1.0
2861,3.0,1.0
2559,1.0,1.0
3127,2.0,0.0
3744,0.0,3.0
2117,0.0,3.0
2411,1.0,1.0
2770,1.0,3.0
3954,1.0,1.0
2699,2.0,0.0
2756,0.0,2.0
2384,1.0,3.0
3589,2.0,0.0
3622,0.0,2.0
2727,0.0,3.0
3086,1.0,3.0
3180,0.0,2.0
2810,0.0,3.0
3082,1.0,1.0
2771,0.0,2.0
2177,1.0,2.0
3591,0.0,2.0
3075,1.0,1.0
3844,0.0,2.0
3701,0.0,2.0
2362,0.0,1.0
3383,2.0,0.0
2948,0.0,2.0
2012,1.0,1.0
3438,1.0,2.0
2358,0.0,2.0
3553,1.0,3.0
2625,1.0,1.0
2290,1.0,1.0
2163,1.0,1.0
2681,1.0,1.0
2122,1.0,1.0
2525,2.0,0.0
3486,1.0,1.0
3947,2.0,1.0
2963,0.0,2.0
2217,1.0,1.0
2512,1.0,2.0
3817,2.0,2.0
2890,0.0,2.0
2998,1.0,1.0
2848,1.0,1.0
2167,0.0,1.0
2438,0.0,2.0
3129,0.0,1.0
2694,0.0,1.0
2795,0.0,1.0
2842,1.0,3.0
3513,1.0,3.0
2967,1.0,1.0
2274,1.0,1.0
3205,1.0,1.0
2303,0.0,1.0
2552,2.0,2.0
2204,0.0,2.0
2255,1.0,1.0
2786,1.0,1.0
3161,2.0,2.0
3099,0.0,2.0
3911,0.0,2.0
2353,2.0,0.0
2534,1.0,3.0
3104,1.0,1.0
2457,0.0,2.0
3156,1.0,1.0
2926,0.0,2.0
3523,0.0,2.0
2616,3.0,1.0
2728,0.0,2.0
2992,0.0,2.0
3561,1.0,1.0
3304,0.0,3.0
3297,0.0,2.0
2798,1.0,1.0
3841,1.0,3.0
2641,2.0,0.0
3725,0.0,2.0
2788,0.0,2.0
3663,0.0,2.0
3602,0.0,1.0
3197,0.0,2.0
2675,0.0,3.0
3073,0.0,2.0
3210,0.0,3.0
2269,0.0,2.0
2510,0.0,3.0
3656,1.0,1.0
2853,0.0,2.0
2500,0.0,3.0
3044,1.0,1.0
2090,2.0,0.0
3576,0.0,1.0
3737,0.0,2.0
2542,0.0,3.0
3159,1.0,2.0
3208,0.0,2.0
2170,0.0,2.0
2530,2.0,0.0
2704,0.0,3.0
3351,0.0,3.0
3160,1.0,1.0
2872,1.0,1.0
2965,1.0,2.0
2695,0.0,1.0
2702,0.0,1.0
2007,0.0,2.0
2261,0.0,3.0
3511,1.0,1.0
3223,2.0,1.0
3144,1.0,1.0
3504,0.0,2.0
2280,0.0,2.0
3861,0.0,2.0
2030,0.0,2.0
3046,2.0,0.0
2881,0.0,2.0
2301,0.0,2.0
2026,1.0,1.0
3231,0.0,2.0
2896,1.0,3.0
3168,1.0,1.0
2742,0.0,2.0
3849,1.0,3.0
2354,0.0,3.0
2289,0.0,3.0
3214,0.0,2.0
2310,0.0,2.0
2975,1.0,3.0
3796,0.0,2.0
2672,0.0,3.0
2466,1.0,1.0
3375,1.0,1.0
2363,0.0,3.0
3748,0.0,1.0
3634,0.0,2.0
2984,1.0,1.0
3287,1.0,1.0
3316,0.0,1.0
2645,0.0,1.0
2036,2.0,0.0
3533,3.0,1.0
2910,1.0,1.0
3376,0.0,2.0
3094,0.0,2.0
3388,0.0,2.0
2043,1.0,1.0
3240,0.0,2.0
3612,0.0,1.0
3269,2.0,0.0
2785,0.0,2.0
