,x1,x2
2224,1.4,0.0
3049,1.1,0.0
2020,0.6,-0.0
2297,1.5,0.0
3671,0.5,-0.0
3463,2.0,2.6
2656,0.9,0.0
2106,0.6,0.0
3620,1.1,0.0
3222,0.1,1.0
3804,1.7,-0.0
2043,0.1,1.8
3980,1.4,-0.0
3401,0.7,-0.0
3256,0.2,5.7
3740,0.6,1.9
2165,1.2,2.6
2323,0.6,0.0
3423,2.1,-0.0
3974,0.6,0.0
2540,2.6,2.1
3063,1.4,-0.0
2494,1.8,-0.0
2097,1.0,0.0
3940,2.5,0.0
3834,1.4,0.0
2229,0.6,-0.0
3146,2.1,-0.0
3791,0.2,2.8
2283,1.1,4.2
2041,1.7,-0.0
3195,2.6,1.1
3405,0.8,0.0
2198,1.4,0.0
3899,1.2,3.6
2627,1.3,0.0
2545,1.1,0.0
2372,0.1,4.7
3085,0.1,1.8
3220,0.9,-0.0
3868,1.4,-0.0
3786,0.9,-0.0
2923,1.7,-0.0
2315,1.2,0.0
2242,1.0,-0.0
2226,1.3,-0.0
2302,1.4,-0.0
2173,2.3,4.7
2900,1.6,0.0
2235,1.4,1.8
3562,1.9,-0.0
2471,0.7,0.0
3567,-0.0,1.3
3594,1.4,0.0
2950,2.0,0.0
2243,1.3,2.3
3811,0.5,3.8
3451,1.8,2.1
3635,2.4,-0.0
2497,0.9,0.0
3774,0.7,2.3
2851,0.8,-0.0
3915,2.6,0.0
2590,0.5,0.7
3429,0.9,2.3
3603,0.9,-0.0
3384,0.9,0.0
3151,1.4,0.0
2588,1.0,0.0
2847,1.1,0.0
3889,0.5,-0.0
3320,0.7,2.1
3435,4.7,4.8
2770,0.0,1.8
2407,0.9,2.1
3440,0.5,0.0
2273,1.3,0.0
3407,1.6,0.0
2119,0.5,1.8
3376,0.9,0.0
2038,0.5,2.1
3565,0.7,-0.0
2305,1.0,-0.0
3243,0.9,0.0
3581,1.4,0.0
2370,0.8,-0.0
3344,0.3,2.1
3883,1.6,3.1
3855,1.1,3.1
3609,0.4,-0.0
3700,2.9,4.2
2561,1.2,0.0
3844,2.6,-0.0
3575,1.1,0.0
2834,1.7,0.0
3523,-0.0,2.1
3528,1.0,-0.0
2960,2.1,1.3
3245,0.5,0.0
2772,0.5,0.9
3836,1.4,0.0
2337,0.7,-0.0
2336,0.8,-0.0
2162,0.7,-0.0
3822,1.0,1.3
3576,1.5,-0.0
3922,1.2,0.0
2166,1.2,0.0
3684,0.7,-0.0
3906,1.3,-0.0
2197,1.0,0.0
3761,1.4,4.2
2911,2.2,-0.0
3130,0.5,-0.0
3141,2.3,4.1
2714,1.7,0.0
2032,0.7,0.0
3773,2.3,2.3
2266,0.8,-0.0
3099,0.5,-0.0
2341,1.1,-0.0
2765,2.0,0.0
2837,1.8,0.0
3034,1.4,-0.0
3896,0.4,1.3
2200,1.4,-0.0
3788,0.9,0.0
3029,1.8,2.7
2720,2.1,3.6
2920,1.3,0.0
2692,2.2,-0.0
3474,1.3,0.0
2145,1.0,0.0
3675,2.0,-0.0
2904,0.6,0.0
2458,0.7,0.0
2929,0.6,-0.0
3728,0.0,2.1
3634,1.4,2.1
3989,0.0,3.1
3270,0.7,0.0
3458,1.1,-0.0
2918,0.6,2.3
3928,0.6,-0.0
2871,1.0,0.0
2796,1.5,2.1
2215,1.3,0.0
2955,0.0,3.1
2322,1.0,0.0
3351,1.4,0.0
2354,0.9,0.0
3197,2.5,-0.0
3221,1.5,3.1
2201,1.1,-0.0
2289,1.3,-0.0
2782,2.6,-0.0
3071,0.8,-0.0
2049,0.5,-0.0
3965,0.5,0.0
3633,0.7,2.6
2609,1.4,2.6
3000,2.0,0.0
3123,0.1,0.7
3370,0.5,0.0
3544,0.8,-0.0
2949,0.5,0.0
3480,1.1,0.0
3492,0.9,2.1
3931,1.9,0.0
2003,1.9,0.0
2635,1.3,1.8
3553,0.9,0.0
2406,1.6,0.0
2996,1.3,2.6
2615,1.7,-0.0
3377,1.9,0.0
2063,0.9,-0.0
3298,1.7,2.6
2176,2.2,0.0
3718,1.8,-0.0
3628,1.2,-0.0
2416,1.0,-0.0
3459,0.8,2.1
2335,0.6,0.0
2429,0.1,2.3
3293,1.0,2.1
2963,3.2,4.2
3846,0.1,2.1
3096,0.9,1.3
3432,0.3,2.1
3253,2.1,-0.0
3895,1.2,-0.0
3045,1.4,0.0
2433,2.8,0.0
2300,1.2,-0.0
2078,1.6,1.4
3912,2.3,-0.0
2898,1.3,0.0
3821,1.4,0.0
3070,0.7,4.1
