,x1,x2,x3
2179,-0.0,0.0,2.1
3446,-0.0,0.0,1.9
2474,0.0,-0.0,3.4
2516,-0.0,-0.0,2.7
2894,0.0,-0.0,2.5
2727,0.0,-0.0,5.6
2742,-0.0,0.1,5.1
3608,-0.0,-0.0,0.8
2880,-0.0,-0.0,1.0
2254,0.0,-0.3,1.3
3860,0.0,0.0,1.1
3973,0.0,0.0,3.6
3326,-0.0,-0.0,2.8
3093,0.0,-0.0,2.3
2601,0.0,-0.0,0.9
2755,-0.0,0.0,0.6
3624,-0.0,-0.0,2.2
2916,-0.0,0.0,2.5
3840,0.1,-0.0,1.6
2647,-0.0,-0.0,4.3
2829,-0.0,0.0,1.0
2843,-0.0,0.0,1.3
3424,-0.0,0.0,0.5
3745,-0.0,-0.0,1.9
3552,0.0,0.0,0.4
2089,-0.0,-0.0,2.3
3478,0.0,-0.0,0.4
3056,0.0,-0.0,0.5
2043,-0.0,0.0,3.1
3459,0.0,0.0,1.0
2470,0.0,0.0,2.7
3343,-0.0,0.0,3.2
2149,-0.0,-0.1,1.0
2063,0.0,-0.0,2.4
3923,-0.0,-0.0,4.5
2109,0.0,0.0,0.3
2122,0.0,-0.0,1.2
3945,0.0,0.0,1.5
3229,-0.0,0.0,1.2
2467,0.0,0.0,1.6
3617,0.0,-0.0,0.4
2778,0.0,-0.0,2.1
3690,0.0,0.0,0.8
2911,-0.0,-0.0,1.0
2411,-0.1,-0.0,2.1
2781,-0.0,0.0,4.6
3924,-0.0,-0.0,1.9
2344,0.0,-0.0,3.2
3787,0.0,-0.0,4.4
2852,0.0,0.0,5.4
2867,0.0,-0.0,3.1
2845,0.0,-0.1,2.5
2989,-0.0,0.0,0.1
3500,-0.0,-0.0,2.6
3249,0.1,-0.1,2.2
3744,-0.0,-0.0,0.8
3203,-0.1,0.0,1.9
2873,0.0,0.0,1.0
3397,-0.0,0.0,1.4
2011,-0.0,-0.0,1.6
2552,0.0,-0.0,4.0
2598,0.0,0.0,1.4
2128,-0.1,-0.0,5.0
3094,-0.0,0.0,0.6
2074,0.0,-0.0,0.3
2020,-0.0,-0.0,5.3
2862,-0.0,-0.0,3.2
3660,0.1,-0.0,1.2
3412,-0.0,0.0,4.7
3243,0.0,-0.0,0.2
3775,0.0,-0.1,1.1
2785,-0.0,-0.0,1.3
2321,-0.0,0.0,0.8
2979,-0.0,0.0,1.9
3700,0.0,0.0,0.6
3479,-0.0,-0.0,0.6
2984,-0.0,-0.1,5.1
3561,0.1,-0.0,3.1
3092,0.0,0.0,5.4
2936,-0.0,-0.1,3.8
3849,-0.0,-0.0,0.1
2798,-0.0,0.0,4.6
3770,0.0,-0.0,1.2
2736,-0.0,-0.0,0.4
2235,-0.0,0.0,1.0
3279,-0.0,0.0,0.6
3979,0.0,-0.0,0.4
2167,0.0,-0.1,0.3
2314,-0.0,0.1,0.4
2392,-0.0,0.0,1.2
3940,0.0,-0.0,2.9
2631,0.0,0.0,3.5
2550,0.0,0.0,2.2
2665,0.0,-0.0,0.7
3653,-0.1,0.1,3.3
2416,0.0,0.0,4.0
2519,-0.0,-0.0,0.3
3171,0.0,0.0,0.8
3639,0.1,-0.0,1.2
2850,-0.0,-0.0,3.8
2496,-0.0,-0.0,2.2
3041,0.0,0.0,0.4
2691,-0.0,-0.0,0.3
3336,-0.1,0.0,5.4
2904,-0.0,-0.0,1.2
2652,0.0,-0.0,5.9
2782,-0.0,0.0,1.0
3960,-0.0,-0.0,0.1
3534,-0.0,0.0,1.5
3659,-0.0,-0.0,2.7
2751,0.0,-0.0,2.6
2723,-0.0,-0.0,2.1
2970,0.0,0.0,1.6
3750,-0.0,-0.0,0.6
3854,0.0,-0.1,0.4
3403,-0.0,-0.0,3.0
3234,-0.0,-0.0,0.1
2271,-0.0,0.1,1.8
2549,0.0,0.0,2.2
3158,-0.0,-0.0,2.2
2661,-0.1,-0.1,4.9
2654,0.0,0.0,0.7
2432,0.0,-0.0,0.2
3045,0.0,0.0,0.9
3237,-0.1,0.0,5.2
3474,0.0,0.0,0.9
2749,0.0,0.0,2.6
2215,0.1,-0.0,0.1
3825,0.0,-0.0,2.7
2393,-0.0,0.0,2.8
3351,0.0,0.0,2.3
2821,0.0,-0.0,0.3
2646,0.0,-0.1,2.8
2548,0.0,0.0,1.5
2636,0.0,-0.0,3.1
3922,0.0,-0.0,1.9
3709,-0.0,0.0,4.1
2932,0.0,-0.0,1.4
3443,-0.0,0.0,0.9
2054,-0.0,-0.0,2.0
3114,0.0,-0.0,0.9
3172,0.0,0.0,0.1
2494,-0.0,-0.0,4.6
3398,0.0,0.0,3.7
3445,0.0,-0.0,1.2
2076,-0.0,0.1,2.8
2537,-0.1,-0.0,0.4
3837,-0.1,-0.0,4.0
3739,-0.0,-0.0,4.9
2982,0.0,0.0,3.5
3786,-0.0,0.0,0.6
2201,0.0,-0.0,3.5
3104,0.0,-0.1,1.5
3682,0.0,-0.0,1.3
3107,0.0,0.0,1.6
2061,-0.0,-0.0,2.8
2602,-0.0,-0.0,0.5
3388,-0.0,0.0,0.4
3574,0.0,-0.0,1.9
3490,0.0,0.1,3.5
3362,-0.0,-0.0,5.8
2266,-0.0,-0.0,0.8
2425,0.0,0.0,1.0
2637,-0.0,-0.0,3.5
3602,0.0,-0.0,0.4
3258,0.0,-0.0,1.4
3520,0.1,0.1,0.9
2154,-0.0,0.0,1.2
3074,-0.0,0.0,0.4
3305,-0.1,-0.0,2.0
2187,-0.1,0.0,1.0
3155,0.0,0.0,0.8
2322,-0.0,0.0,3.5
3230,0.0,-0.0,3.2
2953,-0.0,0.0,0.2
3559,0.0,-0.1,4.6
2027,0.0,-0.0,6.1
2943,-0.0,-0.0,1.7
2376,-0.0,0.0,3.9
3316,0.0,0.0,1.3
3761,0.0,0.0,4.3
3269,0.0,0.0,2.0
2985,-0.0,-0.0,3.9
2118,-0.0,0.0,2.2
3394,-0.0,0.1,7.4
3806,0.0,-0.1,5.5
2038,0.0,0.0,0.2
3138,-0.0,-0.0,1.8
3796,-0.0,-0.0,1.4
2295,-0.0,-0.1,1.5
2697,0.0,0.0,2.3
2725,-0.0,-0.0,1.7
3151,0.0,0.0,2.4
3170,-0.0,-0.0,3.1
3072,0.0,-0.0,2.2
3134,0.0,-0.0,1.6
2711,0.0,0.0,0.7
2777,-0.0,0.0,1.5
2681,0.0,0.0,1.3
2165,0.0,0.0,2.3
